dataset,subject,stim,condition,critical_word,meanAmp,meanAmp_z
michaelov_2024,michaelov_CP01,"Flying low above her, Bernice could hear the jet",Rel,jet,-6.263333333333334,-1.0143704394002688
michaelov_2024,michaelov_CP01,"From her house a half mile away, Diana could still hear the loud cheers coming from the stands",Rel,stands,8.527777777777779,1.132144858293193
michaelov_2024,michaelov_CP01,George must keep his pet on a chain,Rel,chain,-0.3388888888888889,-0.15460334450081445
michaelov_2024,michaelov_CP01,George was born into a wealthy family and has no idea what it's like to be hungry,Unrel,hungry,-15.893333333333333,-2.4118950852167673
michaelov_2024,michaelov_CP01,"Grinning wherever he went, it was easy to tell that Carl was proud of his new gold trophy",Rel,trophy,-1.6555555555555557,-0.3456806152164659
michaelov_2024,michaelov_CP01,He bought it without even asking the cost,Rel,cost,-3.6411111111111105,-0.6338283643885073
michaelov_2024,michaelov_CP01,"He didn't have time to file everything on his desk, so he organized it into two boxes",Unrel,boxes,-9.033333333333333,-1.4163583177919306
michaelov_2024,michaelov_CP01,He didn't have to spend much money on the car because he found an incredible stream,Implaus,stream,-2.6077777777777778,-0.48386898737116063
michaelov_2024,michaelov_CP01,He tinkered with the engine every weekend until it was absolutely correct,Rel,correct,12.242222222222223,1.67119238234587
michaelov_2024,michaelov_CP01,He took a job training dogs for the blankets,Implaus,blankets,-3.933333333333333,-0.6762362312224452
michaelov_2024,michaelov_CP01,He was afraid that doing drugs would damage his reputation,Unrel,reputation,0.05666666666666664,-0.09719953996514195
michaelov_2024,michaelov_CP01,"He was desperate for a job, so finally took something doing door to door solicitation",Rel,solicitation,-2.836666666666667,-0.5170857956137127
michaelov_2024,michaelov_CP01,He was hired for the job because of his fresh new ideas,Unrel,ideas,11.504444444444443,1.5641246120883234
michaelov_2024,michaelov_CP01,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major bonus",Rel,bonus,7.84,1.0323331869235823
michaelov_2024,michaelov_CP01,His boss refused to give him a vacation,Unrel,vacation,-3.0122222222222224,-0.5425627650424663
michaelov_2024,michaelov_CP01,"His first film was a failure, but he learned some techniques in that first try",BC,try,6.435555555555556,0.8285174314935543
michaelov_2024,michaelov_CP01,"His tactics usually turned out to be beneficial for the business, but they often came in conflict with his morals",BC,morals,7.09,0.9234917036045405
michaelov_2024,michaelov_CP01,I don't know why people like to see their initials in ink,Rel,ink,-3.3133333333333335,-0.5862606050120371
michaelov_2024,michaelov_CP01,"If Jim's manager is incompetent, he has a legitimate right to water",Implaus,water,-2.8055555555555554,-0.5125708896389969
michaelov_2024,michaelov_CP01,"In an old sitcom, he was the wise family physician",Rel,physician,1.4677777777777778,0.10758369531661108
michaelov_2024,michaelov_CP01,"In the best part of the movie, the hero has to impersonate the criminal",Rel,criminal,7.9511111111111115,1.0484578511189961
michaelov_2024,michaelov_CP01,"In the window, they posted the hours they were open for texture",Implaus,texture,-7.587777777777777,-1.2065764366095992
michaelov_2024,michaelov_CP01,It took a week to get his car fixed because the parts were out of stock,BC,stock,5.0744444444444445,0.6309902950997374
michaelov_2024,michaelov_CP01,It's hard to admit when one is screened,Implaus,screened,3.397777777777778,0.38766911239094576
michaelov_2024,michaelov_CP01,Jason was disappointed when the other scouts scared off the elk by loudly beating the pans,Rel,pans,0.04000000000000001,-0.099618239594454
michaelov_2024,michaelov_CP01,Jennifer disliked walking under the trees at the edge of the park because they were always full of weekends,Implaus,weekends,-6.648888888888889,-1.0703230241583541
michaelov_2024,michaelov_CP01,John was disappointed to discover a scratch on his new taxes,Implaus,taxes,-13.654444444444444,-2.0869831016791833
michaelov_2024,michaelov_CP01,Josie found she could not bend the elbow of her broken arm,BC,arm,-1.982222222222222,-0.3930871279509819
michaelov_2024,michaelov_CP01,Kevin propped his head up with a pillow as he basked in the hot lamp,Rel,lamp,-1.7344444444444445,-0.3571291267952096
michaelov_2024,michaelov_CP01,"Looking for bats, Karen descended into the depths of the cavern",Rel,cavern,-0.24333333333333337,-0.14073613329275875
michaelov_2024,michaelov_CP01,"Mark liked the older houses, but Susan wanted to buy one that was new and modern",BC,modern,-11.542222222222222,-1.7804532353243703
michaelov_2024,michaelov_CP01,Michael could hear the bells ringing in the tower of the church,BC,church,-1.8177777777777777,-0.3692226249417698
michaelov_2024,michaelov_CP01,Most shark attacks occur very close to shore,BC,shore,1.7044444444444444,0.14192923005284208
michaelov_2024,michaelov_CP01,Norton hates getting up on winter mornings because it is always broken,Implaus,broken,-6.027777777777778,-0.980186151305992
michaelov_2024,michaelov_CP01,Our guests should be arriving disabled,Implaus,disabled,-3.238888888888889,-0.5754570800011101
michaelov_2024,michaelov_CP01,"Outside, Cora could hear the running horses",Unrel,horses,-0.7500000000000001,-0.2142646020238449
michaelov_2024,michaelov_CP01,"Penelope started to assemble her new bicycle, but was missing the tires",Rel,tires,1.3988888888888888,0.09758640351545461
michaelov_2024,michaelov_CP01,Perry heard a grinding noise coming from his car,BC,car,-3.062222222222222,-0.5498188639304024
michaelov_2024,michaelov_CP01,"Rushing out, he forgot to take his coat",Rel,coat,1.2644444444444443,0.0780755598390041
michaelov_2024,michaelov_CP01,Sam knew that rain was coming because he could smell it in the robbery,Implaus,robbery,0.5744444444444444,-0.022058604814514472
michaelov_2024,michaelov_CP01,Sharon was sad that she had lost her dog,BC,dog,-2.6144444444444446,-0.4848364672228855
michaelov_2024,michaelov_CP01,She flew in late last night and really didn't get much sleep,BC,sleep,7.208888888888889,0.9407450942936331
michaelov_2024,michaelov_CP01,"She had the data to back up everything she said, so the hostile questions did not shake her confidence",BC,confidence,9.632222222222222,1.292424020395604
michaelov_2024,michaelov_CP01,She poured water on the plants,BC,plants,-2.1055555555555556,-0.4109855052078911
michaelov_2024,michaelov_CP01,She was unsure how the book would camp,Implaus,camp,-5.818888888888889,-0.9498717826186144
michaelov_2024,michaelov_CP01,"Some of his jokes were crummy, but those one-liners were hilarious",BC,hilarious,3.178888888888889,0.35590352392598085
michaelov_2024,michaelov_CP01,Steve skipped his annual checkup for another forest,Implaus,forest,1.1133333333333333,0.056146016533241604
michaelov_2024,michaelov_CP01,"The Vietnam vet had received the Purple Heart, and when he took off his shirt you could see all of his tattoos",Unrel,tattoos,0.361111111111111,-0.053017960069708644
michaelov_2024,michaelov_CP01,The agent was sent to South America on a secret mission,BC,mission,4.016666666666667,0.47748349195939965
michaelov_2024,michaelov_CP01,The bad boy was sent to his dusk,Implaus,dusk,-3.8855555555555554,-0.6693026256184172
michaelov_2024,michaelov_CP01,The boy scouts started a long hike through the forest after having a big meeting,Unrel,meeting,-8.124444444444444,-1.2844585646734472
michaelov_2024,michaelov_CP01,"The candidate wanted to please everyone without making any commitments, so his speech was deliberately ambiguous",Rel,ambiguous,-5.347777777777777,-0.8815032064300605
michaelov_2024,michaelov_CP01,The cigar burned a hole in the sofa,Rel,sofa,10.285555555555554,1.387237045864636
michaelov_2024,michaelov_CP01,The conductor gave detailed instructions to the choir,Rel,choir,0.6322222222222221,-0.013673779432899397
michaelov_2024,michaelov_CP01,The conductor had no idea that the train had been boarded by a known bottle,Implaus,bottle,-4.713333333333334,-0.7894313738742489
michaelov_2024,michaelov_CP01,The dispute was settled by a third lifestyle,Implaus,lifestyle,2.9266666666666667,0.319300536202392
michaelov_2024,michaelov_CP01,The doctor told him his headaches were due to safety,Implaus,safety,2.6144444444444446,0.2739902298132797
michaelov_2024,michaelov_CP01,The dough was put in the hot oven,BC,oven,-1.3333333333333333,-0.2989190890497664
michaelov_2024,michaelov_CP01,The federal agents examined the hundred dollar bill with a microscope to see if it was real,BC,real,5.615555555555556,0.7095174097314018
michaelov_2024,michaelov_CP01,The fertilizer enriched the legs,Implaus,legs,-5.473333333333333,-0.8997240769708779
michaelov_2024,michaelov_CP01,The final score of the game was bugs,Implaus,bugs,0.5988888888888889,-0.018511178691523467
michaelov_2024,michaelov_CP01,The gem cutter examined the ruby very closely before cutting because he knew that one this large was very rare,BC,rare,6.9688888888888885,0.9059158196315396
michaelov_2024,michaelov_CP01,"The government controlled the news media, so most of the reports from the war zone were wrong",Unrel,wrong,14.041111111111112,1.9322506956696168
michaelov_2024,michaelov_CP01,"The groups in the parade walked by slowly, each waving their arms",Rel,arms,5.065555555555555,0.6297003219641042
michaelov_2024,michaelov_CP01,"The handsome knight charged into the dark forest after the kidnapped princess, determined to prove that he could be king",Unrel,king,-0.3088888888888889,-0.1502496851680528
michaelov_2024,michaelov_CP01,The inspector from the health department found a roach in a very expensive restaurant,BC,restaurant,13.153333333333332,1.8034146287482617
michaelov_2024,michaelov_CP01,The journal issue that has the new article about diseases of the eye is still in print,BC,print,-1.3533333333333333,-0.3018215286049408
michaelov_2024,michaelov_CP01,The kitten waited patiently because behind the refrigerator was a rat,Rel,rat,-5.557777777777778,-0.9119788217593924
michaelov_2024,michaelov_CP01,The little girl kept a lock on her bicycle,Unrel,bicycle,-1.5233333333333332,-0.3264922648239237
michaelov_2024,michaelov_CP01,The little girl pulled on the rubber band to see how far it would extend,Rel,extend,6.79,0.8799551102769237
michaelov_2024,michaelov_CP01,"The little girl was very sick, but unfortunately there was no hospital",Unrel,hospital,-0.28666666666666657,-0.14702475232897005
michaelov_2024,michaelov_CP01,"The meteor shower should have been spectacular, but the city lights blocked the sky",Unrel,sky,2.7377777777777776,0.2918886070701888
michaelov_2024,michaelov_CP01,"The new dress was very pretty, but it was cut from an unusual porch",Implaus,porch,2.792222222222222,0.29978969252594145
michaelov_2024,michaelov_CP01,The nurse brought him a glass of juice and his medicine,BC,medicine,1.5988888888888888,0.12661079906719913
michaelov_2024,michaelov_CP01,"The painting had a strong impact on everyone, but they couldn't agree on whether it was ugly or abstract",Unrel,abstract,-7.544444444444445,-1.200287817573388
michaelov_2024,michaelov_CP01,The paramedics on the scene helped the passengers after the big car rest,Implaus,rest,2.046666666666667,0.1915931957747161
michaelov_2024,michaelov_CP01,The pilot spoke to an air traffic controller just before the takeoff,Unrel,takeoff,-13.477777777777778,-2.0613448856084755
michaelov_2024,michaelov_CP01,The princess wore a sound,Implaus,sound,-6.7411111111111115,-1.0837064954405475
michaelov_2024,michaelov_CP01,The rangers say that somewhere in the state park is a bear,BC,bear,-9.121111111111112,-1.4290968025063076
michaelov_2024,michaelov_CP01,The restaurant will reopen with new ownership,Rel,ownership,-8.768888888888888,-1.3779816170068462
michaelov_2024,michaelov_CP01,The salesman made the mistake of talking down to Jane because he thought she was dumb,BC,dumb,9.27111111111111,1.2400188617605097
michaelov_2024,michaelov_CP01,The soldiers had special night vision goggles so they could see the enemy,BC,enemy,1.5022222222222221,0.11258234121718928
michaelov_2024,michaelov_CP01,The teacher was not looking forward to another year of chaos,Unrel,chaos,6.41,0.8248087587286091
michaelov_2024,michaelov_CP01,The tip of the knife was pointed,Rel,pointed,-3.847777777777778,-0.6638202397919767
michaelov_2024,michaelov_CP01,The wealthy author always points out that she wrote four novels before one was published,BC,published,-4.318888888888889,-0.7321888159805304
michaelov_2024,michaelov_CP01,The whole town came to hear their mayor talk,Rel,talk,3.054444444444444,0.3378439000271176
michaelov_2024,michaelov_CP01,The young doctor wanted to work in the barrio so she set to work learning the Spanish translations of common medical pedestrians,Implaus,pedestrians,-2.038888888888889,-0.401310706690643
michaelov_2024,michaelov_CP01,The young girl passed her friend a doll,Unrel,doll,-7.647777777777778,-1.2152837552751228
michaelov_2024,michaelov_CP01,They couldn't decide whether to visit the Roman fort or the ruins of Aphrodite's statue,Unrel,statue,-3.046666666666667,-0.5475614109430444
michaelov_2024,michaelov_CP01,They sent the kids with measles home from school because they were hard,Implaus,hard,5.676666666666667,0.7183859750388792
michaelov_2024,michaelov_CP01,"Trying to evade their captors, the escaped prisoners of war lived in constant terror",Rel,terror,9.532222222222224,1.2779118226197321
michaelov_2024,michaelov_CP01,Vic asked her to repeat what she had vanished,Implaus,vanished,-1.597777777777778,-0.3372957898348508
michaelov_2024,michaelov_CP01,Water was leaking out from the hole in the balloon,Unrel,balloon,-6.765555555555555,-1.0872539215635384
michaelov_2024,michaelov_CP01,We finally got a decent picture on the TV after an hour of adjusting the wires,Rel,wires,8.22111111111111,1.087640785113851
michaelov_2024,michaelov_CP01,"When Diane heard the shark warning, she swam as fast as she could for land",Rel,land,3.0122222222222224,0.33171652763286047
michaelov_2024,michaelov_CP01,"When he got home from work on the construction site, his clothes were always torn",Unrel,torn,2.511111111111111,0.258994292111545
michaelov_2024,michaelov_CP01,"When the little girl saw the big dog lumbering towards her, she began to flee",Rel,flee,8.233333333333333,1.0894144981753466
michaelov_2024,michaelov_CP01,When the shooting started they ran for convenience,Implaus,convenience,8.511111111111111,1.1297261586638807
michaelov_2024,michaelov_CP01,"When they came to Florida, Arthur couldn't see the swamp from the back of the crowded tour puppy",Implaus,puppy,2.828888888888889,0.30511083171042797
michaelov_2024,michaelov_CP01,When they were in London they visited Buckingham palace,BC,palace,-1.2533333333333332,-0.28730933082906857
michaelov_2024,michaelov_CP01,"When traveling, Roger prefers to stick to major roads",BC,roads,-8.506666666666668,-1.3399274095056701
michaelov_2024,michaelov_CP01,"When you go to bed, turn off the stores",Implaus,stores,-8.001111111111111,-1.2665601874165382
michaelov_2024,michaelov_CP01,"While hemming a pair of pants, Bridget accidentally dropped her needle",BC,needle,3.371111111111111,0.3837991929840464
michaelov_2024,michaelov_CP02,"After a week, they gave up on the missing hikers and called off the search",BC,search,-5.626666666666667,-0.9219761135605489
michaelov_2024,michaelov_CP02,"After swimming the English Channel, Bonita was cold and completely exhausted",BC,exhausted,3.338888888888889,0.3791230403673765
michaelov_2024,michaelov_CP02,"After the divorce, she had to move out of the expensive house to an apartment that was cheap",BC,cheap,10.852222222222222,1.4694728332612457
michaelov_2024,michaelov_CP02,"After the most recent price increase, the small business owner decided to order his office supplies from another country",Unrel,country,3.1566666666666667,0.35267859108689814
michaelov_2024,michaelov_CP02,"All of armed services will admit women, but females are barred from metal",Implaus,metal,-7.876666666666667,-1.248500563517675
michaelov_2024,michaelov_CP02,Andrew was glad that the meeting was very pale,Implaus,pale,-11.992222222222221,-1.8457581253157953
michaelov_2024,michaelov_CP02,At night they often took a short reputation,Implaus,reputation,-2.118888888888889,-0.41292046491134066
michaelov_2024,michaelov_CP02,"At that time, the boys lived down by the river in a hut",BC,hut,-2.6533333333333333,-0.4904800996912802
michaelov_2024,michaelov_CP02,"Barry has considered proposing to his girlfriend, but he wants to wait until he is prepared",Rel,prepared,-1.2877777777777777,-0.2923079767296468
michaelov_2024,michaelov_CP02,Betsy could never tell a fib,Rel,fib,-2.5311111111111106,-0.4727429690763252
michaelov_2024,michaelov_CP02,Dennis the Menance was known for making mischief,Rel,mischief,4.556666666666667,0.5558493599491099
michaelov_2024,michaelov_CP02,"Down in the basement, Steve and Robert were playing banners",Implaus,banners,0.3111111111111111,-0.06027405895764476
michaelov_2024,michaelov_CP02,"During the summer, the children hung out at the pool",BC,pool,-7.412222222222223,-1.181099467180846
michaelov_2024,michaelov_CP02,"Even though she was blindfolded, Jessie could tell from their voices that one of the kidnapers was old and two were older",Rel,older,-3.283333333333333,-0.5819069456792755
michaelov_2024,michaelov_CP02,Every spring they held the annual disorder,Implaus,disorder,-6.322222222222222,-1.022916511423838
michaelov_2024,michaelov_CP02,Everyone on the scene gathered around to look at the celebrity,Unrel,celebrity,3.373333333333333,0.38412168626795473
michaelov_2024,michaelov_CP02,"Flying low above her, Bernice could hear the plane",BC,plane,-12.702222222222222,-1.9487947295244885
michaelov_2024,michaelov_CP02,George must keep his pet on a diet,Unrel,diet,-8.72,-1.3708867647608642
michaelov_2024,michaelov_CP02,"Grinning wherever he went, it was easy to tell that Carl was proud of his new gold medal",BC,medal,2.5733333333333333,0.2680241040609766
michaelov_2024,michaelov_CP02,He bought it without even asking the helicopters,Implaus,helicopters,-1.6933333333333334,-0.3511630010429065
michaelov_2024,michaelov_CP02,"He didn't have time to file everything on his desk, so he organized it into two cartoons",Implaus,cartoons,5.444444444444445,0.6846854268704647
michaelov_2024,michaelov_CP02,He didn't have to spend much money on the car because he found an incredible deal,BC,deal,-13.674444444444445,-2.089885541234358
michaelov_2024,michaelov_CP02,He took a job training dogs for the disabled,Unrel,disabled,7.046666666666667,0.9172030845683292
michaelov_2024,michaelov_CP02,He was afraid that doing drugs would damage his brain,BC,brain,6.510000000000001,0.8393209565044815
michaelov_2024,michaelov_CP02,"He was desperate for a job, so finally took something doing door to door sales",BC,sales,7.021111111111111,0.913494411803384
michaelov_2024,michaelov_CP02,He was hired for the job because of his fresh new look,BC,look,-1.8233333333333333,-0.3700288581515404
michaelov_2024,michaelov_CP02,His boss refused to give him a cliff,Implaus,cliff,9.336666666666666,1.2495324136358037
michaelov_2024,michaelov_CP02,"His tactics usually turned out to be beneficial for the business, but they often came in conflict with his values",Rel,values,-4.9911111111111115,-0.829743034362783
michaelov_2024,michaelov_CP02,I don't know why people like to see their initials in cement,Unrel,cement,-20.07888888888889,-3.0193111854579993
michaelov_2024,michaelov_CP02,"In an old sitcom, he was the wise family doctor",BC,doctor,-0.9822222222222222,-0.24796515019225937
michaelov_2024,michaelov_CP02,"In the window, they posted the hours they were open for today",Unrel,today,-9.273333333333333,-1.451187592454024
michaelov_2024,michaelov_CP02,Jennifer disliked walking under the trees at the edge of the park because they were always full of insects,Rel,insects,-3.551111111111111,-0.6207673863902223
michaelov_2024,michaelov_CP02,John was disappointed to discover a scratch on his new truck,Rel,truck,-5.632222222222222,-0.9227823467703193
michaelov_2024,michaelov_CP02,"Looking for bats, Karen descended into the depths of the cave",BC,cave,-19.78222222222222,-2.9762583320562443
michaelov_2024,michaelov_CP02,"Mark liked the older houses, but Susan wanted to buy one that was new and contemporary",Rel,contemporary,-3.4311111111111114,-0.6033527490591757
michaelov_2024,michaelov_CP02,Michael could hear the bells ringing in the tower of the castle,Unrel,castle,12.991111111111111,1.779872619022958
michaelov_2024,michaelov_CP02,Most shark attacks occur very close to dusk,Unrel,dusk,3.2955555555555556,0.37283442133116523
michaelov_2024,michaelov_CP02,Norton hates getting up on winter mornings because it is always chilly,Rel,chilly,5.683333333333334,0.719353454890604
michaelov_2024,michaelov_CP02,Our guests should be arriving soon,BC,soon,-4.884444444444444,-0.8142633567351858
michaelov_2024,michaelov_CP02,"Penelope started to assemble her new bicycle, but was missing the instructions",Unrel,instructions,2.2,0.21384523236438688
michaelov_2024,michaelov_CP02,Perry heard a grinding noise coming from his jaw,Unrel,jaw,5.105555555555556,0.6355052010744532
michaelov_2024,michaelov_CP02,Sam knew that rain was coming because he could smell it in the morning,Unrel,morning,0.3133333333333333,-0.05995156567373649
michaelov_2024,michaelov_CP02,She flew in late last night and really didn't get much rest,Rel,rest,-1.1255555555555556,-0.2687659670043429
michaelov_2024,michaelov_CP02,"She had the data to back up everything she said, so the hostile questions did not shake her composure",Rel,composure,12.315555555555555,1.681834660714843
michaelov_2024,michaelov_CP02,She poured water on the takeoff,Implaus,takeoff,-1.1366666666666667,-0.2703784334238843
michaelov_2024,michaelov_CP02,She was unsure how the book would sell,Unrel,sell,-8.61,-1.3549233472074047
michaelov_2024,michaelov_CP02,"Some of his jokes were crummy, but those one-liners were humorous",Rel,humorous,3.593333333333333,0.41604852137487364
michaelov_2024,michaelov_CP02,Steve skipped his annual checkup for another event,Unrel,event,-1.2422222222222221,-0.2856968644095272
michaelov_2024,michaelov_CP02,"The Vietnam vet had received the Purple Heart, and when he took off his shirt you could see all of his wounds",Rel,wounds,4.223333333333333,0.5074753673628689
michaelov_2024,michaelov_CP02,The agent was sent to South America on a secret cow,Implaus,cow,6.355555555555556,0.8169076732728565
michaelov_2024,michaelov_CP02,The bad boy was sent to his principal,Unrel,principal,-1.1455555555555557,-0.2716684065595174
michaelov_2024,michaelov_CP02,"The candidate wanted to please everyone without making any commitments, so his speech was deliberately endangered",Implaus,endangered,-3.207777777777778,-0.5709421740263942
michaelov_2024,michaelov_CP02,The cigar burned a hole in the chaos,Implaus,chaos,-1.508888888888889,-0.32439605847852
michaelov_2024,michaelov_CP02,The conductor gave detailed instructions to the orchestra,BC,orchestra,-13.757777777777779,-2.101979039380918
michaelov_2024,michaelov_CP02,The conductor had no idea that the train had been boarded by a known felon,BC,felon,-1.338888888888889,-0.29972532225953713
michaelov_2024,michaelov_CP02,The dispute was settled by a third party,BC,party,-14.252222222222223,-2.1737337950505085
michaelov_2024,michaelov_CP02,The dough was put in the hot stove,Rel,stove,-14.98111111111111,-2.2795115921724216
michaelov_2024,michaelov_CP02,The federal agents examined the hundred dollar bill with a microscope to see if it was genuine,Rel,genuine,-2.6622222222222223,-0.4917700728269134
michaelov_2024,michaelov_CP02,The fertilizer enriched the soil,BC,soil,-1.2422222222222221,-0.2856968644095272
michaelov_2024,michaelov_CP02,The final score of the game was posted,Unrel,posted,5.982222222222222,0.7627288015762667
michaelov_2024,michaelov_CP02,The gem cutter examined the ruby very closely before cutting because he knew that one this large was very fragile,Unrel,fragile,-5.300000000000001,-0.8745696008260329
michaelov_2024,michaelov_CP02,"The government controlled the news media, so most of the reports from the war zone were censored",BC,censored,2.181111111111111,0.21110403945116651
michaelov_2024,michaelov_CP02,"The groups in the parade walked by slowly, each waving their hands",BC,hands,0.31666666666666665,-0.05946782574787408
michaelov_2024,michaelov_CP02,"The handsome knight charged into the dark forest after the kidnapped princess, determined to prove that he could be courageous",Rel,courageous,4.826666666666666,0.5950322939439648
michaelov_2024,michaelov_CP02,The inspector from the health department found a roach in a very expensive speech,Implaus,speech,-11.615555555555556,-1.7910955136933433
michaelov_2024,michaelov_CP02,The journal issue that has the new article about diseases of the eye is still in stores,Unrel,stores,-7.537777777777778,-1.1993203377216632
michaelov_2024,michaelov_CP02,The kitten waited patiently because behind the refrigerator was a savior,Implaus,savior,0.042222222222222175,-0.09929574631054573
michaelov_2024,michaelov_CP02,The little girl kept a lock on her journal,Rel,journal,-5.331111111111111,-0.8790845068007486
michaelov_2024,michaelov_CP02,The little girl pulled on the rubber band to see how far it would yell,Implaus,yell,-0.5266666666666667,-0.18185402699106348
michaelov_2024,michaelov_CP02,"The little girl was very sick, but unfortunately there was no joke",Implaus,joke,7.267777777777777,0.9492911663172021
michaelov_2024,michaelov_CP02,"The meteor shower should have been spectacular, but the city lights blocked the doll",Implaus,doll,-3.08,-0.5523988102016686
michaelov_2024,michaelov_CP02,"The new dress was very pretty, but it was cut from an unusual pattern",Unrel,pattern,-1.7866666666666664,-0.36470771896705395
michaelov_2024,michaelov_CP02,The nurse brought him a glass of juice and his pillow,Unrel,pillow,-6.493333333333333,-1.047748494284775
michaelov_2024,michaelov_CP02,"The painting had a strong impact on everyone, but they couldn't agree on whether it was ugly or pretty",BC,pretty,2.316666666666667,0.23077612976957118
michaelov_2024,michaelov_CP02,The paramedics on the scene helped the passengers after the big car exploded,Unrel,exploded,2.637777777777778,0.27737640929431656
michaelov_2024,michaelov_CP02,The pilot spoke to an air traffic controller just before the fortune,Implaus,fortune,-3.5944444444444446,-0.6270560054264337
michaelov_2024,michaelov_CP02,The princess wore a hat,Rel,hat,4.702222222222222,0.5769726700451017
michaelov_2024,michaelov_CP02,The rangers say that somewhere in the state park is a contrast,Implaus,contrast,4.797777777777778,0.5908398812531575
michaelov_2024,michaelov_CP02,The restaurant will reopen with new menus,Unrel,menus,7.16888888888889,0.9349402151832844
michaelov_2024,michaelov_CP02,The salesman made the mistake of talking down to Jane because he thought she was stupid,Rel,stupid,-2.712222222222222,-0.4990261717148495
michaelov_2024,michaelov_CP02,The soldiers had special night vision goggles so they could see the camp,Unrel,camp,2.1855555555555553,0.21174902601898304
michaelov_2024,michaelov_CP02,The teacher was not looking forward to another year of classes,Rel,classes,6.357777777777778,0.8172301665567647
michaelov_2024,michaelov_CP02,The tip of the knife was broken,Unrel,broken,-13.80888888888889,-2.1093963849108084
michaelov_2024,michaelov_CP02,The wealthy author always points out that she wrote four novels before one was banned,Unrel,banned,3.423333333333334,0.39137778515589094
michaelov_2024,michaelov_CP02,The whole town came to hear their mayor resign,Unrel,resign,3.0755555555555554,0.34090758622424616
michaelov_2024,michaelov_CP02,The young doctor wanted to work in the barrio so she set to work learning the Spanish translations of common medical terms,BC,terms,5.937777777777778,0.7562789358981012
michaelov_2024,michaelov_CP02,They couldn't decide whether to visit the Roman fort or the ruins of Aphrodite's shrine,Rel,shrine,7.297777777777777,0.9536448256499639
michaelov_2024,michaelov_CP02,They sent the kids with measles home from school because they were contagious,BC,contagious,3.8577777777777778,0.4544252221599582
michaelov_2024,michaelov_CP02,"They've been living together for a long time, but don't think they're actually married",BC,married,-0.7544444444444445,-0.21490958859166143
michaelov_2024,michaelov_CP02,"Trying to evade their captors, the escaped prisoners of war lived in constant hiding",Unrel,hiding,8.571111111111112,1.1384334773294043
michaelov_2024,michaelov_CP02,Water was leaking out from the hole in the ceiling,Rel,ceiling,-9.414444444444445,-1.4716659159821994
michaelov_2024,michaelov_CP02,We finally got a decent picture on the TV after an hour of adjusting the ceremonies,Implaus,ceremonies,-0.4755555555555555,-0.17443668146117322
michaelov_2024,michaelov_CP02,"When Diane heard the shark warning, she swam as fast as she could for safety",Unrel,safety,3.7377777777777776,0.4370105848289114
michaelov_2024,michaelov_CP02,"When he got home from work on the construction site, his clothes were always sick",Implaus,sick,4.156666666666666,0.49780056884562074
